EngineType;CarNr;CarMake;CarModel;TD-GenartNr;TD-GenartDesc;K24-Kategorie;TD-ArtNr;PDM-ArtID;K24Number;Manufacturer;TD-ManufacturerNr
Full Hybrid;58960;BMW;5 (F10);1382;Kraftstoff-Fördereinheit;Kraftstoffförderanlage;7507910;4699561;NULL;HFF;341
Full Hybrid;58960;BMW;5 (F10);1382;Kraftstoff-Fördereinheit;Kraftstoffförderanlage;775515;4701095;NULL;MSS;342
Full Hybrid;58960;BMW;5 (F10);1382;Kraftstoff-Fördereinheit;Kraftstoffförderanlage;775517;4701097;NULL;MSS;342
Full Hybrid;58960;BMW;5 (F10);1382;Kraftstoff-Fördereinheit;Kraftstoffförderanlage;775519;4701099;NULL;MSS;342
Full Hybrid;58960;BMW;5 (F10);2669;Innenraumgebläse;Heizung/Lüftung;AC730113;4685826;NULL;MXG;403
Full Hybrid;58960;BMW;5 (F10);2755;Verschlussschraube, Achsgetriebe;Achsantrieb;100 02 095 01 11;4684792;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);3224;Motoröl;Schmierung;MN7907-4;4696235;NULL;SCT;225
Full Hybrid;58960;BMW;5 (F10);3229;Stange/Strebe, Stabilisator;Radaufhängung;4302920;4680077;NULL;KFT;4546
Full Hybrid;58960;BMW;5 (F10);3356;Frostschutz;Kühlung;111 02 272 01 11;4679256;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);3826;Steuerventil, Nockenwellenverstellung;Motorsteuerung;70050;4677872;NULL;AIC;1368
Full Hybrid;58960;BMW;5 (F10);3947;Sensor, Saugrohrdruck;Gemischaufbereitung;0906431;4675466;NULL;MEZ;94
Full Hybrid;58960;BMW;5 (F10);3977;Buchse, Zylinderkopfhaube;Zylinderkopf;08.10.067;4675003;NULL;TRT;209
Full Hybrid;58960;BMW;5 (F10);4270;Schalter, Tankklappenentriegelung;Komfortsysteme;316 02 560 01 11;4671872;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.0018;4668487;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.0030;4668498;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.1018;4668521;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.1030;4668532;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.2018;4668555;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.111.2030;4668566;NULL;TCA;4342
Full Hybrid;58960;BMW;5 (F10);4967;Multifunktionsrelais;Bordnetz;412 02 608 01 11;4668070;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);4967;Multifunktionsrelais;Bordnetz;V20-71-0018;4668077;NULL;VMO;183
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Full Hybrid;58960;BMW;5 (F10);8940;Entriegelungswerkzeug;Werkzeug, fahrzeugspezifisch;102 02 049 01 11;4650817;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);20811;Clip, Motorraumdämmung;NULL;100 02 090 01 11;4694189;NULL;OES;2728
Full Hybrid;58960;BMW;5 (F10);22922;Verkleidung;Karosserie;100 02 023 01 11;4687828;NULL;OES;2728
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);2;Starter;Startanlage;438533;4694884;NULL;VAL;21
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);8;Luftfilter;Luftversorgung;18458;4658300;NULL;HFF;341
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);82;Bremsscheibe;Bremsanlage;24013201011-SET-MS;4656123;NULL;MSP;358
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);82;Bremsscheibe;Bremsanlage;DI-0518C;4653415;NULL;JPP;156
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);82;Bremsscheibe;Bremsanlage;DP-0514C;4654226;NULL;JPP;156
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);83;Bremsschlauch;Bremsanlage;BSL-5060;3896862;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);83;Bremsschlauch;Bremsanlage;BSL-5105;3896911;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);124;Seilzug, Feststellbremse;Bremsanlage;44117500;4708396;NULL;TEX;39
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);124;Seilzug, Feststellbremse;Bremsanlage;HK-3068;4354632;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);124;Seilzug, Feststellbremse;Bremsanlage;HK-6279;4425935;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);124;Seilzug, Feststellbremse;Bremsanlage;HK-6280;4425936;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);124;Seilzug, Feststellbremse;Bremsanlage;HK-6281;4425937;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);219;Gasfeder, Koffer-/Laderaum;Karosserie;8501122;4689404;NULL;KFT;4546
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);219;Gasfeder, Koffer-/Laderaum;Karosserie;AG-50294;3874883;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);470;Kühler, Motorkühlung;Kühlung;1551231;4669543;NULL;KFT;4546
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);566;Nockenwelle;Motorsteuerung;647024;4665140;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);566;Nockenwelle;Motorsteuerung;647025;4665141;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);567;Nockenwellensatz;Motorsteuerung;647024K;4664878;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);592;Ölwanne;Schmierung;V30-3697;4664128;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);592;Ölwanne;Schmierung;V30-3698;4664129;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);654;Radlagersatz;Radaufhängung;402505L1;4233611;NULL;OPT;129
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);654;Radlagersatz;Radaufhängung;KWD1069;4662249;NULL;DAY;42
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);654;Radlagersatz;Radaufhängung;KWD1098;4662278;NULL;DAY;42
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);699;Steuergerät, Glühzeit;Glühanlage;0884037;4661144;NULL;MEZ;94
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);853;Pleuelschraube;Kurbeltrieb;20060365109;4651815;NULL;BFE;352
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1165;Führungshülsensatz, Bremssattel;Bremsanlage;02.35.304;4710794;NULL;TRT;209
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1186;Sensor, Außentemperatur;Instrumente;02.42.001;4710484;NULL;TRT;209
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1260;Wasserpumpe;Kühlung;529534;4707932;NULL;VAL;21
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1260;Wasserpumpe;Kühlung;570435N;4707617;NULL;DAS;80
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1263;Zylinderkopf;Zylinderkopf;908923;4706745;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1263;Zylinderkopf;Zylinderkopf;908923K;4706746;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1263;Zylinderkopf;Zylinderkopf;908924;4706747;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1263;Zylinderkopf;Zylinderkopf;908924K;4706748;NULL;AMC;277
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1264;Komplettmotor;Tauschmotor;52480110;4705578;NULL;VEG;4739
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1269;Einlassventil;Motorsteuerung;2851;4705402;NULL;OSV;464
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1270;Auslassventil;Motorsteuerung;2852;4704079;NULL;OSV;464
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1382;Kraftstoff-Fördereinheit;Kraftstoffförderanlage;775513;4701093;NULL;MSS;342
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1533;Zylinderkopfschraube;Zylinderkopf;20080365109;4698577;NULL;BFE;352
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);1626;Wälzlager, Federbeinstützlager;Radaufhängung;BSJ30004;4697689;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);2669;Innenraumgebläse;Heizung/Lüftung;AC730123;4685836;NULL;MXG;403
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3323;Deckel, Ölfiltergehäuse;Schmierung;409 801;4679309;NULL;TON;301
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3356;Frostschutz;Kühlung;111 02 272 01 11;4679256;NULL;OES;2728
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3553;Druckwandler, Turbolader;Luftversorgung;58-0233;4678607;NULL;MXG;403
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3702;Kurbelwelle;Kurbeltrieb;20050365100;4678279;NULL;BFE;352
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3702;Kurbelwelle;Kurbeltrieb;20050365101;4678280;NULL;BFE;352
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3926;Luftmassenmesser;Gemischaufbereitung;7516386;4676302;NULL;HFF;341
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);3938;Sensor, Abgastemperatur;Gemischaufbereitung;TS30222;4675985;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4136;Dichtring, Ansaugschlauch-Luftfiltergehäuse;Luftversorgung;02.14.096;4672417;NULL;TRT;209
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4395;Getränkehalter;Innenausstattung;100 12 007 01 11;4671574;NULL;OES;2728
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4848;Dichtung, Wasserkasten;Karosserie;02.19.346;4668649;NULL;TRT;209
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.0014;4668424;NULL;TCA;4342
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.1014;4668439;NULL;TCA;4342
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.2014;4668454;NULL;TCA;4342
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695;4668208;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695-BEK;4668209;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695-XXL;4668210;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4965;NOx-Sensor, NOx-Katalysator;Gemischaufbereitung;BNX74006;4668093;NULL;BGD;157
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);4965;NOx-Sensor, NOx-Katalysator;Gemischaufbereitung;BNX74012;4668099;NULL;BGD;157
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5053;Deckel Luftfiltergehäuse;Luftversorgung;V30-3688;4666917;NULL;VAI;162
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5655;Regelventil, Kraftstoffmenge (Common-Rail-System);Gemischaufbereitung;80298115;4665471;NULL;HFF;341
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5655;Regelventil, Kraftstoffmenge (Common-Rail-System);Gemischaufbereitung;BFM54234;4665508;NULL;BGD;157
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5688;Relais, Niveauregulierung;Federung/Dämpfung;50237016;4660447;NULL;SVC;2429
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Full Hybrid;58962;MERCEDES-BENZ;E-KLASSE T-Model (S212);9723;Harnstoff;Abgasanlage;AD-BLUE-010;4666928;NULL;HP1;178
Full Hybrid;58983;LEXUS;IS III (_E3_);7;Ölfilter;Schmierung;BFO4208HD;4660916;NULL;B+B;475
Full Hybrid;58983;LEXUS;IS III (_E3_);78;Bremssattel;Bremsanlage;38301300;4658686;NULL;TEX;39
Full Hybrid;58983;LEXUS;IS III (_E3_);78;Bremssattel;Bremsanlage;38301400;4658687;NULL;TEX;39
Full Hybrid;58983;LEXUS;IS III (_E3_);124;Seilzug, Feststellbremse;Bremsanlage;HK-6200;4425856;NULL;OPT;129
Full Hybrid;58983;LEXUS;IS III (_E3_);124;Seilzug, Feststellbremse;Bremsanlage;HK-6201;4425857;NULL;OPT;129
Full Hybrid;58983;LEXUS;IS III (_E3_);215;Fußmattensatz;Innenausstattung;PAL18-0849;4690659;NULL;ASU;442
Full Hybrid;58983;LEXUS;IS III (_E3_);215;Fußmattensatz;Innenausstattung;PAL18-5849;4692568;NULL;ASU;442
Full Hybrid;58983;LEXUS;IS III (_E3_);424;Filter, Innenraumluft;Heizung/Lüftung;WP6903;4672141;NULL;WIX;324
Full Hybrid;58983;LEXUS;IS III (_E3_);654;Radlagersatz;Radaufhängung;803160;4662147;NULL;AUX;300
Full Hybrid;58983;LEXUS;IS III (_E3_);654;Radlagersatz;Radaufhängung;803161;4662148;NULL;AUX;300
Full Hybrid;58983;LEXUS;IS III (_E3_);1260;Wasserpumpe;Kühlung;35-02-2016;4707237;NULL;ASH;257
Full Hybrid;58983;LEXUS;IS III (_E3_);1260;Wasserpumpe;Kühlung;LAWP1250;4707126;NULL;LU;4501
Full Hybrid;58983;LEXUS;IS III (_E3_);1260;Wasserpumpe;Kühlung;PQ-2016;4707299;NULL;JPP;156
Full Hybrid;58983;LEXUS;IS III (_E3_);3069;Automatikgetriebeöl;Automatikgetriebe;MN8208-1;4697386;NULL;SCT;225
Full Hybrid;58983;LEXUS;IS III (_E3_);3224;Motoröl;Schmierung;MN7907-4;4696235;NULL;SCT;225
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Full Hybrid;58983;LEXUS;IS III (_E3_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);2;Starter;Startanlage;438527;4694878;NULL;VAL;21
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);2;Starter;Startanlage;438530;4694881;NULL;VAL;21
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);2;Starter;Startanlage;6 7117 1;4694956;NULL;GBE;4379
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);8;Luftfilter;Luftversorgung;BFA2428HD;4657567;NULL;B+B;475
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);51;Axialgelenk, Spurstange;Lenkung;BTR6124;4666622;NULL;B+B;475
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);82;Bremsscheibe;Bremsanlage;ADBP430082;4656205;NULL;BLT;350
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);82;Bremsscheibe;Bremsanlage;ADBP430084;4656207;NULL;BLT;350
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);82;Bremsscheibe;Bremsanlage;V30-80065;4656046;NULL;VAI;162
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);83;Bremsschlauch;Bremsanlage;BSL-5048;3896848;NULL;OPT;129
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);215;Fußmattensatz;Innenausstattung;PAL18-0977;4690787;NULL;ASU;442
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);215;Fußmattensatz;Innenausstattung;PAL18-5977;4692696;NULL;ASU;442
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);273;Lenker, Radaufhängung;Radaufhängung;JTC2700;4685226;NULL;TRW;161
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);273;Lenker, Radaufhängung;Radaufhängung;JTC2701;4685227;NULL;TRW;161
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);316;Thermostat, Kühlmittel;Kühlung;630 317;4681812;NULL;TON;301
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;FWI410;4673330;NULL;JUR;48
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);654;Radlagersatz;Radaufhängung;KWD1240;4662419;NULL;DAY;42
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);1186;Sensor, Außentemperatur;Instrumente;02.42.001;4710484;NULL;TRT;209
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);1260;Wasserpumpe;Kühlung;570435N;4707617;NULL;DAS;80
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);1269;Einlassventil;Motorsteuerung;2925;4705438;NULL;OSV;464
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);1270;Auslassventil;Motorsteuerung;2926;4704113;NULL;OSV;464
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);2073;Kühlmittelregelventil;Heizung/Lüftung;V30-77-1046;4694264;NULL;VMO;183
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);3068;Drehmomentwandler;Automatikgetriebe;0700 600 102;4682452;NULL;SAC;32
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);3356;Frostschutz;Kühlung;111 02 272 01 11;4679256;NULL;OES;2728
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.0012;4668422;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.0014;4668424;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.1012;4668437;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.1014;4668439;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.2012;4668452;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.108.2014;4668454;NULL;TCA;4342
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695;4668208;NULL;VAI;162
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695-BEK;4668209;NULL;VAI;162
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;V30-3695-XXL;4668210;NULL;VAI;162
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Full Hybrid;59009;MERCEDES-BENZ;S-KLASSE (W222, V222, X222);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10003-12B1;4664672;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10007-12B1;4664673;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10008-12B1;4664674;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10009-12B1;4664675;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10010-12B1;4664676;NULL;DEH;89
Full Hybrid;59034;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;PLV10011-12B1;4664677;NULL;DEH;89
Full Hybrid;59035;TOYOTA;HIGHLANDER / KLUGER (_U2_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
